"Title","Year","Length","Budget","Rating","Votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"Anniversary Party, The",2001,115,-1,6.4,3057,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Another Day in Paradise",1998,101,-1,6.3,1872,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Antitrust",2001,108,3e+07,6,7326,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"Antonia",1995,102,-1,7.4,2320,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,1,1,0,0,0
"Antwone Fisher",2002,117,12500000,7.4,4472,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0
"Antz",1998,83,6e+07,7,16312,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"PG",0,1,1,0,0,0,0
"Any Given Sunday",1999,156,6.2e+07,6.4,19531,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Anything Else",2003,108,1.8e+07,6.5,3678,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,1,0
"Anywhere But Here",1999,114,2.3e+07,5.9,4007,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"Apocalypse Now",1979,202,31500000,8.5,64785,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,"R",1,0,0,1,0,0,0
"Apocalypse, The",1997,96,-1,2.5,106,34.5,24.5,14.5,4.5,4.5,4.5,4.5,0,0,4.5,"R",0,0,0,0,0,0,0
"Apollo 13",1995,140,6.2e+07,7.5,41098,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG",0,0,0,1,0,0,0
"Apostle, The",1997,134,5e+06,7.2,4231,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0
"Appetite",1998,97,-1,4.4,52,4.5,4.5,4.5,14.5,4.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Apt Pupil",1998,112,1.4e+07,6.4,6728,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Aquanoids",2003,78,-1,2.2,46,44.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,0,14.5,"R",1,0,0,0,0,0,0
"Arachnid",2001,102,-1,3.6,444,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Ararat",2002,115,-1,7.1,3594,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,45.5,"R",0,0,0,1,0,0,0
"Are We There Yet?",2005,95,3.2e+07,3.5,1043,34.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"PG",0,0,1,0,0,0,0
"Arena, The",2001,92,-1,2.8,119,24.5,24.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Arlington Road",1999,117,21500000,7.1,17189,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0
"Armageddon",1998,153,1.4e+08,5.7,45330,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Armstrong",1998,99,-1,3.2,75,24.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Army of Darkness",1993,96,1.1e+07,7.4,22118,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",1,0,1,0,0,0,0
"Around the Bend",2004,85,-1,6,388,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Around the Fire",1999,106,1200000,5.3,254,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Around the World in 80 Days",2004,120,1.1e+08,5.7,3887,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG",1,0,1,0,0,1,0
"Arranged Marriage",1996,88,-1,3.4,20,14.5,4.5,34.5,14.5,14.5,0,0,0,14.5,14.5,"R",0,0,0,1,0,0,0
"Arrival, The",1996,115,-1,6,4723,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Art Heist",2004,98,-1,3.8,59,14.5,4.5,14.5,24.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Art House",1998,93,-1,5.4,104,14.5,4.5,4.5,4.5,4.5,14.5,4.5,14.5,4.5,24.5,"R",0,0,1,1,0,0,0
"Art of Revenge",2003,88,-1,4.6,51,4.5,4.5,4.5,4.5,4.5,14.5,4.5,14.5,14.5,24.5,"R",0,0,0,1,0,0,0
"Arte de morir, El",2000,102,-1,6,305,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Artificial Intelligence: AI",2001,146,9e+07,6.8,36623,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0
"Artworks",2003,96,-1,6.1,68,4.5,0,4.5,4.5,4.5,24.5,14.5,4.5,14.5,24.5,"R",0,0,0,1,0,1,0
"Aryan Couple, The",2004,120,-1,7.4,13,4.5,4.5,4.5,0,0,4.5,0,4.5,34.5,34.5,"PG-13",0,0,0,1,0,0,0
"As Good as It Gets",1997,139,5e+07,7.7,47441,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"PG-13",0,0,1,1,0,1,0
"Ash Wednesday",2002,98,-1,5.5,625,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Asoka",2001,169,-1,6.5,555,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,24.5,"R",1,0,0,1,0,1,0
"Assassination Tango",2002,114,-1,6.1,611,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Assassination of Richard Nixon, The",2004,95,-1,7.1,1624,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Assassins",1995,132,5e+07,5.7,7354,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Assault on Precinct 13",2005,109,2e+07,6.3,2960,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Associate, The",1996,114,-1,5.5,1341,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Astoria",2000,103,-1,4.7,17,14.5,4.5,0,14.5,14.5,0,0,14.5,0,24.5,"R",0,0,0,1,0,0,0
"Astronaut's Wife, The",1999,109,3.4e+07,4.8,7253,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Asunder",1998,101,-1,4.3,69,4.5,4.5,4.5,14.5,4.5,14.5,4.5,4.5,14.5,24.5,"R",0,0,0,0,0,0,0
"Asylum Days",2001,100,-1,4.7,21,14.5,0,14.5,14.5,14.5,4.5,0,4.5,0,14.5,"R",0,0,0,0,0,0,0
"At First Sight",1999,128,4e+07,5.7,3441,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"At Sachem Farm",1998,106,-1,5.9,164,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,"PG",0,0,0,1,0,0,0
"Atanarjuat",2001,168,-1,7.3,1921,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"R",0,0,0,1,0,0,0
"Atlantis: The Lost Empire",2001,95,9e+07,6.4,6323,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG",1,1,0,0,0,0,0
"Attack of the 60 Foot Centerfold",1995,84,-1,3.5,175,14.5,4.5,24.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Attic Expeditions, The",2001,100,1e+06,5.4,384,4.5,4.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Auberge espagnole, L'",2002,117,-1,7.3,4273,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"R",0,0,1,1,0,1,0
"Auggie Rose",2000,109,-1,6.3,367,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"August",1996,94,-1,5.2,154,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG",0,0,0,1,0,0,0
"Aurora: Operation Intercept",1995,94,-1,2.7,80,34.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,0,4.5,"R",1,0,0,1,0,0,0
"Austin Powers in Goldmember",2002,94,6.3e+07,6.2,22870,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"Austin Powers: International Man of Mystery",1997,94,1.7e+07,7,33755,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",1,0,1,0,0,0,0
"Austin Powers: The Spy Who Shagged Me",1999,95,3.3e+07,6.5,37019,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"Auto Focus",2002,105,7e+06,6.7,3276,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Autumn in New York",2000,103,4e+07,4.7,3731,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,0,1,0,1,0
"Avalanche",1999,109,-1,3.7,126,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Avalon",2001,106,8e+06,6.8,2723,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",0,1,0,1,0,0,0
"Avengers, The",1998,89,6e+07,3.4,11499,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Avenging Angelo",2002,96,-1,4.6,877,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,"R",1,0,1,0,0,0,0
"Aviator, The",2004,170,1.16e+08,7.5,16217,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0
"Awakening of Gabriella, The",1999,93,-1,3.5,53,14.5,4.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Awfully Big Adventure, An",1995,112,4e+06,5.8,608,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"B*A*P*S",1997,91,-1,3.5,572,24.5,14.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"B. Monkey",1998,93,-1,6.1,833,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,1,0
"BASEketball",1998,103,-1,6.1,7096,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Ba wang bie ji",1993,171,-1,7.7,3098,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,"R",0,0,0,1,0,1,0
"Baby Boy",2001,130,1.6e+07,6.2,1476,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,1,0
"Baby Face Nelson",1995,93,-1,4.7,60,14.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Baby Geniuses",1999,97,1.3e+07,2.4,3142,45.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"Baby Take a Bow",1934,76,-1,5.8,98,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,24.5,"PG",0,0,1,1,0,0,0
"Baby-Sitters Club, The",1995,90,-1,5,607,4.5,4.5,4.5,4.5,14.5,14.5,4.5,14.5,4.5,14.5,"PG",0,0,1,0,0,0,0
"Babymother",1998,82,-1,3.1,29,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,24.5,"R",0,0,0,1,0,0,0
"Babysitter, The",1995,90,-1,4.1,879,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Bachelor, The",1999,101,2.1e+07,5,4183,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"BachelorMan",2003,87,-1,5.1,101,4.5,4.5,4.5,4.5,4.5,14.5,4.5,14.5,4.5,24.5,"R",0,0,1,0,0,0,0
"Back Lot Murders, The",2002,90,-1,3.7,119,24.5,4.5,14.5,4.5,4.5,14.5,4.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Back in Business",1997,93,-1,4.1,93,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Back of Beyond",1995,85,-1,5.2,67,4.5,4.5,4.5,4.5,4.5,24.5,14.5,14.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Back to Even",1998,89,-1,3.9,40,24.5,4.5,14.5,14.5,24.5,4.5,4.5,4.5,0,4.5,"R",0,0,0,0,0,0,0
"Backdraft",1991,132,-1,6.6,12637,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Backfire!",1995,93,-1,3.2,79,34.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Backstage",2000,86,-1,5,57,14.5,0,4.5,4.5,14.5,4.5,14.5,14.5,4.5,24.5,"R",0,0,0,0,1,0,0
"Backyard Dogs",2000,96,-1,1.9,1304,64.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,"R",1,0,0,1,0,0,0
"Bad Boys",1995,118,2.3e+07,6.4,15326,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",1,0,1,0,0,0,0
"Bad Boys II",2003,145,1.3e+08,6.1,13087,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"R",1,0,1,0,0,0,0
"Bad City Blues",1999,96,-1,4.6,36,14.5,14.5,14.5,4.5,4.5,14.5,4.5,4.5,4.5,24.5,"R",0,0,0,1,0,0,0
"Bad Company",2002,116,7e+07,5.4,6175,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"Bad Day On the Block",1997,104,-1,4.8,356,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Bad Faith",2000,97,-1,4.7,41,14.5,14.5,4.5,14.5,14.5,4.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Bad Karma",2002,92,-1,4,174,14.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Bad Manners",1997,88,-1,6.3,140,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Bad Moon",1996,80,7e+06,4.4,519,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Bad Santa",2003,98,1.8e+07,7.2,11189,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,0,0,0,0
"Badge, The",2002,103,6e+06,6.3,740,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Bai ga jai",1982,100,-1,7.7,278,4.5,4.5,0,4.5,4.5,4.5,14.5,24.5,24.5,34.5,"R",1,0,1,0,0,0,0
"Bait",2000,119,3.5e+07,5.6,1884,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"R",1,0,1,0,0,0,0
"Balance of Power",1996,92,-1,4.3,63,4.5,4.5,14.5,14.5,14.5,4.5,14.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Ball in the House",2001,95,-1,5.8,63,4.5,4.5,0,4.5,14.5,14.5,14.5,14.5,4.5,24.5,"R",0,0,1,1,0,0,0
"Ballad of Jack and Rose, The",2005,112,1500000,6.2,269,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,34.5,"R",0,0,0,1,0,0,0
"Ballad of Ramblin' Jack, The",2000,112,-1,7.9,108,0,4.5,4.5,0,4.5,4.5,14.5,34.5,24.5,14.5,"PG-13",0,0,0,0,1,0,0
"Ballistic: Ecks vs. Sever",2002,91,7e+07,3.4,4556,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Bamboozled",2000,135,1e+07,6.3,2356,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"R",0,0,1,1,0,0,0
"Bananas",1971,82,2e+06,7.1,4252,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"PG-13",0,0,1,0,0,0,0
"Bandits",1997,110,-1,6.3,1065,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"R",0,0,0,1,0,0,0
"Bandits",2001,123,8e+07,6.7,12382,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0
"Bandolero!",1968,106,-1,6.3,598,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,14.5,"PG-13",0,0,0,0,0,0,0
"Banger Sisters, The",2002,98,1e+07,5.6,3189,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Bangkok Dangerous",1999,105,-1,6.5,651,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,4.5,"R",1,0,0,0,0,1,0
"Baptists at Our Barbecue",2004,92,5e+05,5.9,62,14.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,24.5,"PG",0,0,1,0,0,1,0
"Bar Girls",1994,93,-1,5.4,215,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Baran",2001,94,-1,7.8,733,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"PG",0,0,0,1,0,1,0
"Barbershop",2002,102,1.2e+07,6.6,4943,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0
"Barbershop 2: Back in Business",2004,106,1.8e+07,5.7,1580,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Bark!",2002,100,-1,4.3,198,14.5,4.5,4.5,4.5,4.5,14.5,4.5,14.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Bartleby",2001,83,-1,6.1,434,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,1,0,0,0
"Basic",2003,98,5e+07,6.2,8370,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Basic Instinct",1992,128,4.9e+07,6.7,19520,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Basil",1998,113,1e+07,6.1,367,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,1,0
"Basket, The",1999,105,3e+06,6.3,200,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,34.5,"PG",0,0,0,1,0,0,0
"Basketball Diaries, The",1995,102,-1,6.6,6280,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Basquiat",1996,108,-1,6.6,3126,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Bastard Out of Carolina",1996,97,-1,7.4,805,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,0,1,0,0,0
"Batman & Robin",1997,125,1.1e+08,3.6,28457,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Batman Forever",1995,122,1e+08,5.4,24025,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,1,0
"Battle of Shaker Heights, The",2003,90,1e+06,6,854,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,1,0,1,0
"BattleQueen 2020",2001,95,-1,2.9,116,24.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Battlefield Earth: A Saga of the Year 3000",2000,119,7.3e+07,2.4,14970,45.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Baxter, The",2005,91,-1,9.1,19,0,0,0,0,0,14.5,14.5,14.5,0,64.5,"PG-13",0,0,1,1,0,1,0
"Be Cool",2005,118,5.3e+07,5.5,4560,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG-13",0,0,1,0,0,0,0
"Beach, The",2000,119,5e+07,5.8,15020,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Bean",1997,90,2.2e+07,5.4,9018,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Beat",2000,93,-1,5.3,279,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Beautician and the Beast, The",1997,118,-1,4.9,1213,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG",0,0,1,0,0,1,0
"Beautiful",2000,112,9e+06,5.3,991,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0
"Beautiful Country, The",2004,137,6e+06,6.9,115,14.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,0,1,0,0,0
"Beautiful Creatures",2000,86,-1,5.8,706,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Beautiful Girls",1996,112,-1,7.1,7452,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",0,0,1,1,0,1,0
"Beautiful Joe",2000,98,-1,5.7,524,4.5,4.5,4.5,14.5,14.5,24.5,24.5,4.5,4.5,4.5,"R",0,0,1,1,0,1,0
"Beautiful Mind, A",2001,135,6e+07,7.8,43291,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"PG-13",0,0,0,1,0,0,0
"Beautiful People",1999,107,-1,7,906,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,0,0,0,0
"Beautiful Thing",1996,90,-1,7.5,4409,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,44.5,"R",0,0,0,1,0,1,0
"Beauty Shop",2005,104,-1,4.6,518,24.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,14.5,"PG-13",0,0,1,0,0,0,0
"Beavis and Butt-Head Do America",1996,81,1.2e+07,6.2,9491,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,1,1,0,0,0,0
"Because of Winn-Dixie",2005,106,1.4e+07,5.9,483,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,34.5,"PG",0,0,1,1,0,0,0
"Bed of Roses",1996,87,-1,5.9,2049,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG",0,0,0,1,0,1,0
"Bedazzled",2000,93,4.8e+07,5.9,11439,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Beeper",2002,94,-1,5.3,39,24.5,0,4.5,4.5,14.5,4.5,4.5,14.5,4.5,34.5,"R",0,0,0,0,0,0,0
"Before Night Falls",2000,133,-1,7.2,3608,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Before Sunset",2004,80,1e+07,8.3,8789,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,"R",0,0,0,1,0,1,0
"Behind Enemy Lines",2001,106,4e+07,6.1,10856,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0
"Behind the Red Door",2002,105,-1,7,336,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"R",0,0,0,1,0,0,0
"Being Julia",2004,104,1.8e+07,7.2,1671,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,1,0,0,0
"Believer, The",2001,98,-1,7.3,3327,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Bella Martha",2001,109,-1,7.4,1585,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"PG",0,0,1,1,0,1,0
"Belly",1998,96,1e+07,4.5,1034,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Belly of the Beast",2003,91,1.8e+07,4.2,638,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Beloved",1998,172,5.3e+07,5.6,1934,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Below",2002,105,-1,6.3,3175,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Below Utopia",1997,83,-1,4.7,256,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Bend It Like Beckham",2002,115,-1,7.3,14437,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,1,1,0,1,0
