,X,Month,CrimeType ,CrimeDetails,CrimeCount,Borough
418,418,201104,Theft & Handling,Handling Stolen Goods,10,Islington
419,419,201104,Theft & Handling,Theft From Shops,119,Islington
420,420,201104,Burglary,Burglary In Other Buildings,89,Islington
421,421,201104,Violence Against The Person,Assault With Injury,147,Islington
422,422,201104,Fraud & Forgery,Counted Per Victim,45,Islington
423,423,201104,Sexual Offences,Rape,11,Islington
424,424,201104,Theft & Handling,Theft/Taking Of Pedal Cycle,105,Islington
425,425,201104,Theft & Handling,Theft From Motor Vehicle,149,Islington
426,426,201104,Robbery,Personal Property,98,Islington
427,427,201104,Drugs,Other Drugs,1,Islington
428,428,201104,Violence Against The Person,Offensive Weapon,14,Islington
429,429,201104,Theft & Handling,Handling Stolen Goods,4,Lewisham
430,430,201104,Theft & Handling,Theft/Taking Of Motor Vehicle,72,Lewisham
431,431,201104,Other Notifiable Offences,Going Equipped,2,Lewisham
432,432,201104,Violence Against The Person,Offensive Weapon,16,Lewisham
433,433,201104,Criminal Damage,Criminal Damage To Dwelling,82,Lewisham
434,434,201104,Violence Against The Person,Assault With Injury,190,Lewisham
435,435,201104,Criminal Damage,Criminal Damage To Motor Vehicle,104,Lewisham
436,436,201104,Theft & Handling,Motor Vehicle Interference & Tampering,17,Lewisham
437,437,201104,Violence Against The Person,Common Assault,133,Lewisham
438,438,201104,Sexual Offences,Other Sexual,21,Lewisham
439,439,201104,Fraud & Forgery,Other Fraud & Forgery,30,Lewisham
440,440,201104,Fraud & Forgery,Counted Per Victim,108,Lewisham
441,441,201104,Theft & Handling,Theft/Taking Of Pedal Cycle,53,Lewisham
442,442,201104,Theft & Handling,Theft Person,65,Lewisham
443,443,201104,Other Notifiable Offences,Other Notifiable,33,Lewisham
444,444,201104,Robbery,Personal Property,111,Lewisham
445,445,201104,Criminal Damage,Criminal Damage To Other Building,23,Lewisham
446,446,201104,Criminal Damage,Other Criminal Damage,54,Lewisham
447,447,201104,Violence Against The Person,Wounding/GBH,11,Lewisham
448,448,201104,Robbery,Business Property,12,Lewisham
449,449,201104,Violence Against The Person,Other Violence,32,Lewisham
450,450,201104,Drugs,Possession Of Drugs,136,Lewisham
451,451,201104,Theft & Handling,Theft From Shops,135,Lewisham
452,452,201104,Burglary,Burglary In A Dwelling,160,Lewisham
453,453,201104,Sexual Offences,Rape,9,Lewisham
454,454,201104,Theft & Handling,Theft From Motor Vehicle,169,Lewisham
455,455,201104,Theft & Handling,Other Theft,248,Lewisham
456,456,201104,Burglary,Burglary In Other Buildings,69,Lewisham
457,457,201104,Drugs,Drug Trafficking,11,Lewisham
458,458,201104,Violence Against The Person,Harassment,169,Lewisham
459,459,201104,Criminal Damage,Criminal Damage To Motor Vehicle,107,Bromley
460,460,201104,Sexual Offences,Other Sexual,17,Bromley
461,461,201104,Other Notifiable Offences,Going Equipped,3,Bromley
462,462,201104,Criminal Damage,Criminal Damage To Other Building,29,Bromley
463,463,201104,Robbery,Business Property,7,Bromley
464,464,201104,Violence Against The Person,Wounding/GBH,24,Bromley
465,465,201104,Drugs,Drug Trafficking,3,Bromley
466,466,201104,Violence Against The Person,Other Violence,5,Bromley
467,467,201104,Theft & Handling,Other Theft,230,Bromley
468,468,201104,Burglary,Burglary In A Dwelling,132,Bromley
469,469,201104,Violence Against The Person,Harassment,117,Bromley
470,470,201104,Criminal Damage,Criminal Damage To Dwelling,46,Bromley
471,471,201104,Theft & Handling,Theft Person,20,Bromley
472,472,201104,Criminal Damage,Other Criminal Damage,61,Bromley
473,473,201104,Theft & Handling,Motor Vehicle Interference & Tampering,14,Bromley
474,474,201104,Theft & Handling,Handling Stolen Goods,3,Bromley
475,475,201104,Fraud & Forgery,Other Fraud & Forgery,17,Bromley
476,476,201104,Burglary,Burglary In Other Buildings,104,Bromley
477,477,201104,Robbery,Personal Property,53,Bromley
478,478,201104,Other Notifiable Offences,Other Notifiable,11,Bromley
479,479,201104,Theft & Handling,Theft/Taking Of Motor Vehicle,59,Bromley
480,480,201104,Theft & Handling,Theft/Taking Of Pedal Cycle,23,Bromley
481,481,201104,Sexual Offences,Rape,2,Bromley
482,482,201104,Fraud & Forgery,Counted Per Victim,96,Bromley
483,483,201104,Violence Against The Person,Common Assault,83,Bromley
484,484,201104,Violence Against The Person,Assault With Injury,145,Bromley
485,485,201104,Theft & Handling,Theft From Motor Vehicle,180,Bromley
486,486,201104,Violence Against The Person,Offensive Weapon,10,Bromley
487,487,201104,Drugs,Possession Of Drugs,67,Bromley
488,488,201104,Theft & Handling,Theft From Shops,129,Bromley
489,489,201104,Robbery,Business Property,5,Harrow
490,490,201104,Criminal Damage,Criminal Damage To Other Building,13,Harrow
491,491,201104,Sexual Offences,Other Sexual,8,Harrow
492,492,201104,Theft & Handling,Other Theft,131,Harrow
493,493,201104,Criminal Damage,Criminal Damage To Motor Vehicle,56,Harrow
494,494,201104,Theft & Handling,Theft/Taking Of Motor Vehicle,25,Harrow
495,495,201104,Fraud & Forgery,Other Fraud & Forgery,38,Harrow
496,496,201104,Criminal Damage,Other Criminal Damage,37,Harrow
497,497,201104,Violence Against The Person,Other Violence,8,Harrow
498,498,201104,Drugs,Drug Trafficking,2,Harrow
499,499,201104,Violence Against The Person,Wounding/GBH,18,Harrow
500,500,201104,Burglary,Burglary In A Dwelling,160,Harrow
501,501,201104,Violence Against The Person,Harassment,69,Harrow
502,502,201104,Theft & Handling,Theft Person,26,Harrow
503,503,201104,Other Notifiable Offences,Other Notifiable,21,Harrow
504,504,201104,Robbery,Personal Property,51,Harrow
505,505,201104,Criminal Damage,Criminal Damage To Dwelling,21,Harrow
506,506,201104,Burglary,Burglary In Other Buildings,46,Harrow
507,507,201104,Sexual Offences,Rape,3,Harrow
508,508,201104,Theft & Handling,Theft/Taking Of Pedal Cycle,32,Harrow
509,509,201104,Theft & Handling,Motor Vehicle Interference & Tampering,11,Harrow
510,510,201104,Violence Against The Person,Common Assault,53,Harrow
511,511,201104,Violence Against The Person,Offensive Weapon,3,Harrow
512,512,201104,Theft & Handling,Theft From Shops,45,Harrow
513,513,201104,Theft & Handling,Handling Stolen Goods,4,Harrow
514,514,201104,Drugs,Possession Of Drugs,51,Harrow
515,515,201104,Theft & Handling,Theft From Motor Vehicle,96,Harrow
516,516,201104,Drugs,Other Drugs,1,Harrow
517,517,201104,Fraud & Forgery,Counted Per Victim,37,Harrow
518,518,201104,Violence Against The Person,Assault With Injury,85,Harrow
519,519,201104,Burglary,Burglary In Other Buildings,75,Brent
520,520,201104,Drugs,Other Drugs,2,Brent
521,521,201104,Drugs,Drug Trafficking,3,Brent
522,522,201104,Sexual Offences,Rape,6,Brent
523,523,201104,Theft & Handling,Theft From Motor Vehicle,209,Brent
524,524,201104,Theft & Handling,Theft Person,57,Brent
525,525,201104,Other Notifiable Offences,Other Notifiable,45,Brent
526,526,201104,Robbery,Personal Property,192,Brent
527,527,201104,Violence Against The Person,Harassment,173,Brent
528,528,201104,Violence Against The Person,Wounding/GBH,46,Brent
529,529,201104,Criminal Damage,Criminal Damage To Other Building,23,Brent
530,530,201104,Theft & Handling,Theft/Taking Of Pedal Cycle,41,Brent
531,531,201104,Fraud & Forgery,Counted Per Victim,46,Brent
532,532,201104,Criminal Damage,Criminal Damage To Dwelling,64,Brent
533,533,201104,Burglary,Burglary In A Dwelling,207,Brent
534,534,201104,Other Notifiable Offences,Going Equipped,4,Brent
535,535,201104,Theft & Handling,Other Theft,213,Brent
536,536,201104,Drugs,Possession Of Drugs,388,Brent
537,537,201104,Theft & Handling,Theft From Shops,89,Brent
538,538,201104,Fraud & Forgery,Other Fraud & Forgery,42,Brent
539,539,201104,Criminal Damage,Other Criminal Damage,43,Brent
540,540,201104,Sexual Offences,Other Sexual,15,Brent
541,541,201104,Theft & Handling,Theft/Taking Of Motor Vehicle,64,Brent
542,542,201104,Theft & Handling,Handling Stolen Goods,9,Brent
543,543,201104,Theft & Handling,Motor Vehicle Interference & Tampering,11,Brent
544,544,201104,Robbery,Business Property,14,Brent
545,545,201104,Violence Against The Person,Offensive Weapon,20,Brent
546,546,201104,Violence Against The Person,Common Assault,156,Brent
547,547,201104,Criminal Damage,Criminal Damage To Motor Vehicle,108,Brent
548,548,201104,Violence Against The Person,Assault With Injury,206,Brent
549,549,201104,Violence Against The Person,Other Violence,30,Brent
550,550,201104,Fraud & Forgery,Counted Per Victim,104,Greenwich
551,551,201104,Theft & Handling,Theft Person,47,Greenwich
552,552,201104,Theft & Handling,Theft/Taking Of Pedal Cycle,47,Greenwich
553,553,201104,Burglary,Burglary In A Dwelling,118,Greenwich
554,554,201104,Robbery,Personal Property,62,Greenwich
555,555,201104,Other Notifiable Offences,Other Notifiable,25,Greenwich
556,556,201104,Drugs,Possession Of Drugs,87,Greenwich
557,557,201104,Theft & Handling,Motor Vehicle Interference & Tampering,12,Greenwich
558,558,201104,Criminal Damage,Criminal Damage To Motor Vehicle,96,Greenwich
559,559,201104,Sexual Offences,Rape,6,Greenwich
560,560,201104,Theft & Handling,Handling Stolen Goods,2,Greenwich
561,561,201104,Violence Against The Person,Assault With Injury,216,Greenwich
562,562,201104,Burglary,Burglary In Other Buildings,64,Greenwich
563,563,201104,Fraud & Forgery,Other Fraud & Forgery,23,Greenwich
564,564,201104,Criminal Damage,Other Criminal Damage,36,Greenwich
565,565,201104,Theft & Handling,Theft/Taking Of Motor Vehicle,64,Greenwich
566,566,201104,Theft & Handling,Theft From Motor Vehicle,184,Greenwich
567,567,201104,Theft & Handling,Theft From Shops,86,Greenwich
568,568,201104,Drugs,Drug Trafficking,9,Greenwich
569,569,201104,Sexual Offences,Other Sexual,15,Greenwich
570,570,201104,Violence Against The Person,Harassment,79,Greenwich
571,571,201104,Violence Against The Person,Common Assault,110,Greenwich
572,572,201104,Robbery,Business Property,4,Greenwich
573,573,201104,Violence Against The Person,Offensive Weapon,9,Greenwich
574,574,201104,Criminal Damage,Criminal Damage To Dwelling,66,Greenwich
575,575,201104,Criminal Damage,Criminal Damage To Other Building,17,Greenwich
576,576,201104,Theft & Handling,Other Theft,220,Greenwich
577,577,201104,Other Notifiable Offences,Going Equipped,3,Greenwich
578,578,201104,Violence Against The Person,Wounding/GBH,27,Greenwich
579,579,201104,Violence Against The Person,Other Violence,23,Greenwich
580,580,201104,Violence Against The Person,Offensive Weapon,4,Bexley
581,581,201104,Drugs,Possession Of Drugs,71,Bexley
582,582,201104,Theft & Handling,Other Theft,113,Bexley
583,583,201104,Violence Against The Person,Wounding/GBH,9,Bexley
584,584,201104,Violence Against The Person,Harassment,65,Bexley
585,585,201104,Criminal Damage,Criminal Damage To Other Building,12,Bexley
586,586,201104,Violence Against The Person,Other Violence,9,Bexley
587,587,201104,Sexual Offences,Other Sexual,11,Bexley
588,588,201104,Theft & Handling,Theft/Taking Of Motor Vehicle,48,Bexley
589,589,201104,Criminal Damage,Criminal Damage To Motor Vehicle,65,Bexley
590,590,201104,Theft & Handling,Theft/Taking Of Pedal Cycle,14,Bexley
591,591,201104,Violence Against The Person,Assault With Injury,90,Bexley
592,592,201104,Theft & Handling,Handling Stolen Goods,1,Bexley
593,593,201104,Criminal Damage,Criminal Damage To Dwelling,39,Bexley
594,594,201104,Theft & Handling,Motor Vehicle Interference & Tampering,7,Bexley
595,595,201104,Other Notifiable Offences,Going Equipped,1,Bexley
596,596,201104,Fraud & Forgery,Other Fraud & Forgery,11,Bexley
597,597,201104,Criminal Damage,Other Criminal Damage,31,Bexley
598,598,201104,Burglary,Burglary In Other Buildings,53,Bexley
599,599,201104,Fraud & Forgery,Counted Per Victim,19,Bexley
600,600,201104,Other Notifiable Offences,Other Notifiable,8,Bexley
601,601,201104,Theft & Handling,Theft Person,14,Bexley
602,602,201104,Robbery,Personal Property,19,Bexley
603,603,201104,Theft & Handling,Theft From Shops,56,Bexley
604,604,201104,Burglary,Burglary In A Dwelling,53,Bexley
605,605,201104,Drugs,Drug Trafficking,4,Bexley
606,606,201104,Theft & Handling,Theft From Motor Vehicle,96,Bexley
607,607,201104,Sexual Offences,Rape,2,Bexley
608,608,201104,Violence Against The Person,Common Assault,56,Bexley
609,609,201104,Theft & Handling,Theft Person,7,NULL
610,610,201104,Violence Against The Person,Other Violence,1,NULL
611,611,201104,Theft & Handling,Other Theft,118,NULL
612,612,201104,Violence Against The Person,Assault With Injury,1,NULL
613,613,201104,Theft & Handling,Theft/Taking Of Motor Vehicle,3,NULL
614,614,201104,Criminal Damage,Other Criminal Damage,1,NULL
615,615,201104,Fraud & Forgery,Other Fraud & Forgery,19,NULL
616,616,201104,Theft & Handling,Theft From Motor Vehicle,1,NULL
617,617,201104,Theft & Handling,Theft From Shops,20,NULL
618,618,201104,Drugs,Possession Of Drugs,10,NULL
619,619,201104,Theft & Handling,Handling Stolen Goods,2,NULL
620,620,201104,Fraud & Forgery,Counted Per Victim,5,NULL
621,621,201104,Criminal Damage,Criminal Damage To Motor Vehicle,1,NULL
622,622,201104,Violence Against The Person,Common Assault,4,NULL
623,623,201104,Other Notifiable Offences,Other Notifiable,28,NULL
624,624,201104,Theft & Handling,Theft/Taking Of Pedal Cycle,2,NULL
625,625,201104,Sexual Offences,Other Sexual,2,NULL
626,626,201104,Violence Against The Person,Harassment,3,NULL
627,627,201104,Violence Against The Person,Offensive Weapon,10,NULL
628,628,201104,Burglary,Burglary In Other Buildings,1,NULL
629,629,201104,Theft & Handling,Theft/Taking Of Motor Vehicle,73,Barnet
630,630,201104,Sexual Offences,Other Sexual,20,Barnet
631,631,201104,Other Notifiable Offences,Going Equipped,3,Barnet
632,632,201104,Theft & Handling,Motor Vehicle Interference & Tampering,31,Barnet
633,633,201104,Robbery,Business Property,7,Barnet
634,634,201104,Theft & Handling,Other Theft,254,Barnet
635,635,201104,Violence Against The Person,Wounding/GBH,14,Barnet
636,636,201104,Violence Against The Person,Offensive Weapon,6,Barnet
637,637,201104,Theft & Handling,Theft From Shops,123,Barnet
638,638,201104,Criminal Damage,Criminal Damage To Other Building,29,Barnet
639,639,201104,Theft & Handling,Handling Stolen Goods,3,Barnet
640,640,201104,Robbery,Personal Property,125,Barnet
641,641,201104,Burglary,Burglary In A Dwelling,291,Barnet
642,642,201104,Criminal Damage,Criminal Damage To Dwelling,64,Barnet
643,643,201104,Sexual Offences,Rape,3,Barnet
644,644,201104,Violence Against The Person,Common Assault,114,Barnet
645,645,201104,Drugs,Possession Of Drugs,80,Barnet
646,646,201104,Theft & Handling,Theft/Taking Of Pedal Cycle,18,Barnet
647,647,201104,Drugs,Drug Trafficking,9,Barnet
648,648,201104,Criminal Damage,Criminal Damage To Motor Vehicle,104,Barnet
649,649,201104,Theft & Handling,Theft Person,56,Barnet
650,650,201104,Other Notifiable Offences,Other Notifiable,18,Barnet
651,651,201104,Burglary,Burglary In Other Buildings,123,Barnet
652,652,201104,Violence Against The Person,Assault With Injury,143,Barnet
653,653,201104,Violence Against The Person,Harassment,91,Barnet
654,654,201104,Fraud & Forgery,Counted Per Victim,94,Barnet
655,655,201104,Violence Against The Person,Other Violence,15,Barnet
656,656,201104,Criminal Damage,Other Criminal Damage,65,Barnet
657,657,201104,Fraud & Forgery,Other Fraud & Forgery,38,Barnet
658,658,201104,Theft & Handling,Theft From Motor Vehicle,229,Barnet
659,659,201104,Theft & Handling,Theft/Taking Of Pedal Cycle,54,Richmond upon Thames
660,660,201104,Criminal Damage,Other Criminal Damage,32,Richmond upon Thames
661,661,201104,Fraud & Forgery,Other Fraud & Forgery,14,Richmond upon Thames
662,662,201104,Violence Against The Person,Assault With Injury,57,Richmond upon Thames
663,663,201104,Theft & Handling,Theft From Motor Vehicle,95,Richmond upon Thames
664,664,201104,Criminal Damage,Criminal Damage To Dwelling,20,Richmond upon Thames
665,665,201104,Violence Against The Person,Harassment,53,Richmond upon Thames
666,666,201104,Other Notifiable Offences,Other Notifiable,9,Richmond upon Thames
667,667,201104,Fraud & Forgery,Counted Per Victim,21,Richmond upon Thames
668,668,201104,Theft & Handling,Theft Person,23,Richmond upon Thames
669,669,201104,Drugs,Drug Trafficking,1,Richmond upon Thames
670,670,201104,Violence Against The Person,Common Assault,51,Richmond upon Thames
671,671,201104,Violence Against The Person,Other Violence,3,Richmond upon Thames
672,672,201104,Criminal Damage,Criminal Damage To Other Building,17,Richmond upon Thames
673,673,201104,Theft & Handling,Theft From Shops,79,Richmond upon Thames
674,674,201104,Burglary,Burglary In Other Buildings,94,Richmond upon Thames
675,675,201104,Burglary,Burglary In A Dwelling,87,Richmond upon Thames
